animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_name,album_file,album_base64,album_update,cDate,shelter_address,shelter_tel,
10607281301021,106-E063D,13,89,斗六代養場,狗,F,SMALL,黑色,CHILD,N,N,防疫所點交,,OPEN,,,2017-08-18,2999-12-31,2017-10-07 19:34:42,2017-07-28 13:57:24,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1501230486_89_f4b8f4c8ca30e89a129db301e5d903e8.JPG,,,2017/10/8 上午 12:04:54,雲林縣斗六市雲林路二段517號,公告動物均安置於代收容動物醫院，請洽該動物醫院或代養場洽詢辦,
10608181301006,106-B055D,13,89,斗六代養場,狗,F,SMALL,黑色,CHILD,N,N,防疫所點交,,OPEN,斗六代養場 0916-056930 斗六市竹圍子段0156-0020地號(場址座標：N23.745885 E120.539429),,2017-09-14,2999-12-31,2017-10-07 19:33:54,2017-08-18 11:18:12,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1503043189_89_ea36f743cde10449f500f8939a437e9e.JPG,,,2017/10/8 上午 12:05:09,雲林縣斗六市雲林路二段517號,公告動物均安置於代收容動物醫院，請洽該動物醫院或代養場洽詢辦,
10609150601017,20170914010,6,61,,狗,M,MINI,黑,CHILD,F,N,觀音區,,OPEN,,,2017-09-15,2999-12-31,2017-10-07 19:32:23,2017-09-15 16:03:13,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/2d7085ab3769884206acb9f1d1b99fb4.jpg,,,2017/10/8 上午 12:05:11,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10501181002004,10501090021,10,67,南屯園區,狗,F,MEDIUM,黃色,CHILD,T,N,,,OPEN,我在東區"安生動物醫院"等待主人的愛心認養喔！聯絡電話：04-23607399,,2016-01-18,2999-12-31,2017-10-07 19:30:18,2016-01-18 14:27:05,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/1f21c7710829de123678f02dc75e8e24.jpg,,,2017/10/8 上午 12:01:17,臺中市南屯區中台路601號,04-23850976,
10507060201009,105070602,2,49,臺北市,貓,M,MINI,虎斑白,CHILD,F,N,康樂街136巷,,OPEN,未離乳,20926,2016-07-07,2999-12-31,2017-10-07 19:29:55,2016-07-06 16:24:03,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/983a42d8493dee1a2f2b1e7387cc111c.jpg,,,2017/10/8 上午 12:02:17,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10506220701003,F0078,7,63,新竹縣動物收容所,狗,M,SMALL,黃色,CHILD,N,N,,編號：F0078,OPEN,編號：F0078 (犬) 公 進所：2016/6/21 地點：竹北市溪洲里,,2016-06-22,2999-12-31,2017-10-07 19:29:16,2016-06-22 01:55:09,新竹縣動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/63/52c1df93303d2fe0a0c63083afdb5905.JPG,,,2017/10/8 上午 12:02:05,新竹縣竹北市縣政五街192號,03-5519548轉202,
10610031101009,C20-1061001003,11,69,彰化縣流浪狗中途之家,狗,F,MEDIUM,虎斑,ADULT,F,F,芳苑鄉,,OPEN,106年10月1日進入收容所，捕捉拾獲地點：芳苑鄉路上派出所，即日起開放領養,,2017-10-03,2999-12-31,2017-10-07 19:29:09,2017-10-03 14:31:12,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/2aa1ce603447d51b857a12a490577314.png,,,2017/10/8 上午 12:05:21,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638,
10610030601011,20171003011,6,61,,狗,F,MINI,黑,CHILD,F,N,觀音區,,OPEN,,,2017-10-03,2999-12-31,2017-10-07 19:29:02,2017-10-03 17:13:52,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/0d992b8d2c264f6cb98c4e5b396e1204.jpg,,,2017/10/8 上午 12:05:21,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10610030601013,20171003013,6,61,,狗,F,MINI,黑,CHILD,F,N,觀音區,,OPEN,,,2017-10-03,2999-12-31,2017-10-07 19:28:45,2017-10-03 17:13:53,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/0d615518c2e39f610c0c8b9dc1752eb6.jpg,,,2017/10/8 上午 12:05:21,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10507051005011,10506190012,10,91,中途動物醫院,狗,F,MEDIUM,黃色,CHILD,T,N,,,OPEN,我在大里區 愛普生動物醫院開放認養 歡迎來電詢問 04-24950118,,2016-07-05,2999-12-31,2017-10-07 19:28:30,2016-07-05 19:03:10,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/0c5c430ec6f6059f750afa10f007b884.png,,,2017/10/8 上午 12:02:17,,,
10511141801013,10511141801013,18,77,屏東縣流浪動物收容所,狗,F,MEDIUM,黃色,ADULT,N,N,,,OPEN,,,2016-11-14,2019-01-15,2017-10-07 19:27:56,2016-11-14 14:52:54,屏東縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/77/d5b32f5205bd988594a1964ef8424305.JPG,,,2017/10/8 上午 12:03:10,屏東縣內埔鄉學府路1號(屏東科技大學內),08-7740588#6332；08-7701094,
10604191002003,10602230011,10,67,南屯園區,狗,M,MEDIUM,黃色,CHILD,T,N,,,OPEN,,,2017-04-19,2999-12-31,2017-10-07 19:27:01,2017-04-19 12:15:38,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/e3cd65ee0abc69a8bf1fd316c0bd0255.png,,,2017/10/8 上午 12:04:12,臺中市南屯區中台路601號,04-23850976,
10306261002008,10306050004,10,67,南屯園區,狗,F,MINI,白色,ADULT,T,N,,,OPEN,,,2014-06-26,2999-12-31,2017-10-07 19:24:08,2014-06-26 18:00:11,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/65970dafc69b729613124c04affe810e.png,,,2017/10/7 下午 11:59:38,臺中市南屯區中台路601號,04-23850976,
10305121005003,10304200003,10,91,中途動物醫院,貓,F,SMALL,黑白,CHILD,T,N,,,OPEN,,,2014-05-12,2999-12-31,2017-10-07 19:23:25,2014-05-12 10:19:51,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/c6ec89f61563817f26b15d827727d41a.png,,,2017/10/7 下午 11:59:28,,,
10609290601011,20170927011,6,61,,狗,F,SMALL,黑,CHILD,F,N,新屋區,,OPEN,,,2017-09-29,2999-12-31,2017-10-07 19:23:09,2017-09-29 11:36:48,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/f18aa2b1329f961b556b92512307df7d.jpg,,,2017/10/8 上午 12:05:17,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10609260601018,20170925007,6,61,,狗,F,MEDIUM,黃,CHILD,F,N,觀音區,,OPEN,,,2017-09-26,2999-12-31,2017-10-07 19:19:18,2017-09-26 10:16:00,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/fdfc9f0eb721c4e052f1fb85e654285d.jpg,,,2017/10/8 上午 12:05:14,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10507220601001,20160722001,6,61,,貓,F,MINI,花色,CHILD,F,N,龜山區,,OPEN,,,2016-07-22,2999-12-31,2017-10-07 19:18:00,2016-07-22 16:08:57,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/cfdcf37d7e24283fca5288c90f76bf13.jpg,,,2017/10/8 上午 12:02:20,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10509080601024,20160908024,6,61,,貓,M,MINI,虎斑,CHILD,F,N,觀音區,,OPEN,,,2016-09-08,2999-12-31,2017-10-07 19:17:33,2016-09-08 16:28:38,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/bfc864e12acc100a887ea15c1ef316a0.jpg,,,2017/10/8 上午 12:02:41,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10510040601023,20161004023,6,61,,貓,M,MINI,灰,CHILD,F,N,龍潭區,,OPEN,,,2016-10-04,2999-12-31,2017-10-07 19:17:14,2016-10-04 16:09:45,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/16ae5588f265332553d8a951e87abce6.jpg,,,2017/10/8 上午 12:02:52,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10507220601004,20160722004,6,61,,貓,M,MINI,虎斑,CHILD,F,N,龜山區,,OPEN,,,2016-07-22,2999-12-31,2017-10-07 19:16:42,2016-07-22 16:08:58,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/2130709f6eba783e0f75fe98a39ca3f4.jpg,,,2017/10/8 上午 12:02:20,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10609281101003,D1-1051224011,11,69,彰化縣流浪狗中途之家,狗,F,MEDIUM,黑黃,ADULT,T,T,花壇鄉,,OPEN,105年12月24日進入收容所，飼主送交，即日起開放領養,,2017-09-28,2999-12-31,2017-10-07 19:16:17,2017-09-28 10:50:35,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/dd34583656c5e97dbddc591e922e18e2.png,,,2017/10/8 上午 12:05:16,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638,
10605220601040,20170522019,6,61,,貓,M,MINI,其他,CHILD,F,N,大園區,,OPEN,,,2017-05-22,2999-12-31,2017-10-07 19:16:12,2017-05-22 16:30:21,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/b03708e67f7253244bb25760c289e8f8.jpg,,,2017/10/8 上午 12:04:33,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10302130003003,三芝2013120609,3,60,新北市三芝動物之家,狗,F,MEDIUM,黑色,ADULT,F,T,三芝區,,OPEN,籠號:B11 102年12月16日已完成狂犬病疫苗注射,,2014-02-13,2999-12-31,2017-10-07 19:11:42,2014-02-13 10:28:08,新北市三芝區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/60/ce28df2ccbb2856223767c079315dd51.JPG,,,2017/10/7 下午 11:59:19,新北市三芝區中山路一段32號,02-26365436,
10605181701008,0517A24-1,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黑,CHILD,N,N,左營區海富路,,OPEN,,,2017-05-18,2999-12-31,2017-10-07 19:05:51,2017-05-18 08:11:57,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/5fe94f0e1a5a938a64b511ccf6ba283e.jpg,,,2017/10/8 上午 12:04:30,高雄市鼓山區萬壽路350號,07-5519059,
10407311004002,10407130012,10,90,愛心小站,狗,F,MEDIUM,黑色,CHILD,T,N,,,OPEN,7月31日起，我會在狗仔衫寵物用品店(沙鹿店)與大家見面唷，歡迎大家來看看我，給我一個溫暖的家！TEL:04-26330281， 地址:台中市沙鹿區台灣大道7段281號。,,2015-07-31,2999-12-31,2017-10-07 19:03:40,2015-07-31 15:39:18,臺中市愛心小站,,http://animal-adoption.coa.gov.tw/uploads/animal_album/90/793dca21469367d83cb3abd344456215.png,,,2017/10/8 上午 12:00:35,,,
10609081301008,106-S064D,13,89,斗六代養場,狗,M,SMALL,黑色,CHILD,N,N,西螺鎮頂湳里,,OPEN,弘安動物醫院 (05)5348460 斗六市西平路276號 斗六代養場 0916-056930 斗六市竹圍子段0156-0020地號(場址座標：N23.745885 E120.539429),,2017-09-22,2999-12-31,2017-10-07 18:58:42,2017-09-08 14:34:11,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1504859886_89_9517967bfac76e2d2f65a8981b264be2.JPG,,,2017/10/8 上午 12:05:13,雲林縣斗六市雲林路二段517號,公告動物均安置於代收容動物醫院，請洽該動物醫院或代養場洽詢辦,
10609080601013,20170908013,6,61,,貓,F,SMALL,黑,CHILD,F,N,大溪區,,OPEN,,,2017-09-08,2999-12-31,2017-10-07 18:56:13,2017-09-08 17:33:22,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/3a9ea36d730ee4cd33933b30852d8bcf.jpg,,,2017/10/8 上午 12:05:08,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10609221301005,106-S070D,13,89,斗南代養場,狗,F,SMALL,黑色,CHILD,N,N,西螺鎮鹿場里,,OPEN,新生動物醫院 (05)5338320 斗六市社口里六合街63號 弘安動物醫院 (05)5348460 斗六市西平路276號 斗南代養場 0983-524207 斗南鎮新崙里2之30號(場址座標：N23.679101E120.435732),,2017-10-06,2999-12-31,2017-10-07 18:54:57,2017-09-22 14:15:34,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1506061633_89_55997375dcc37d7911c5233c5e90f743.JPG,,,2017/10/8 上午 12:05:22,雲林縣斗六市雲林路二段517號,公告動物均安置於代收容動物醫院，請洽該動物醫院或代養場洽詢辦,
10604071301001,106-A008D,13,89,斗六代養場,狗,M,MEDIUM,黃色,ADULT,N,N,斗六市雲林路,,OPEN,,,2017-05-01,2999-12-31,2017-10-07 18:54:39,2017-04-07 14:51:13,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1491551616_89_6984c35b4d2d924e40f97058d14c4c75.JPG,,,2017/10/8 上午 12:04:20,雲林縣斗六市雲林路二段517號,公告動物均安置於代收容動物醫院，請洽該動物醫院或代養場洽詢辦,
10310090301003,板橋2014092606 ,3,50,新北市板橋動物之家,狗,F,SMALL,黑色,CHILD,F,T,三峽區,,OPEN,,,2014-10-09,2999-12-31,2017-10-07 18:53:34,2014-10-09 08:47:33,新北市板橋區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/50/1d544e3b7be7f7b60621003952d0e2db.JPG,,,2017/10/7 下午 11:59:57,新北市板橋區華東路1-9號,02-89662158,
10608210601024,20170821024,6,61,,狗,M,BIG,其他,ADULT,N,N,中壢區,,OPEN,,,2017-08-21,2999-12-31,2017-10-07 18:53:18,2017-08-21 17:35:16,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/4518c64de22a1fcb939fab50c2bbe76e.jpg,,,2017/10/8 上午 12:04:58,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10407062301001,1040706001,23,81,連江縣流浪犬收容中心,狗,F,MEDIUM,棕色,ADULT,F,T,東引鄉,,OPEN,,,2015-07-06,2999-12-31,2017-10-07 18:51:03,2015-07-06 10:00:05,連江縣流浪犬收容中心,,http://animal-adoption.coa.gov.tw/uploads/animal_album/81/7df1a681788421046f1479b3e355e580.JPG,,,2017/10/8 上午 12:00:31,馬祖南竿鄉復興村(近機場),0836-25003,
10609260601019,20170925008,6,61,,狗,F,MEDIUM,黑,CHILD,F,N,觀音區,,OPEN,,,2017-09-26,2999-12-31,2017-10-07 18:49:43,2017-09-26 10:16:00,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/ab3299f5b413abe72f5ba154717049e3.jpg,,,2017/10/8 上午 12:05:14,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10609221301006,106-S071D,13,89,斗南代養場,狗,F,SMALL,黑色,CHILD,N,N,西螺鎮鹿場里,,OPEN,斗南代養場 0983-524207 斗南鎮新崙里2之30號(場址座標：N23.679101E120.435732),,2017-10-06,2999-12-31,2017-10-07 18:48:45,2017-09-22 14:16:17,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1506061634_89_66c4c85641b53f1bf0ccd9a2e51755e8.JPG,,,2017/10/8 上午 12:05:22,雲林縣斗六市雲林路二段517號,公告動物均安置於代收容動物醫院，請洽該動物醫院或代養場洽詢辦,
10608292201019,10608292201019,22,82,金門縣動物收容中心,狗,M,MEDIUM,灰,ADULT,T,T,金城鎮,,OPEN,,,2017-08-29,2999-12-31,2017-10-07 18:47:43,2017-08-29 17:22:47,金門縣動物收容中心,,http://animal-adoption.coa.gov.tw/uploads/animal_album/82/134e82932f7246c7d7fd30fae150ccdc.png,,,2017/10/8 上午 12:05:03,金門縣金湖鎮裕民農莊20號,082-336625,
10609220601017,20170921006,6,61,,貓,F,SMALL,虎斑,CHILD,F,N,楊梅區,,OPEN,,,2017-09-22,2999-12-31,2017-10-07 18:46:10,2017-09-22 10:54:48,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/31094cafb8ad82d8c0b9266f57dcbd74.jpg,,,2017/10/8 上午 12:05:13,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10609300601014,20170929014,6,61,,貓,F,SMALL,虎斑,CHILD,F,N,蘆竹區,,OPEN,,,2017-09-30,2999-12-31,2017-10-07 18:45:39,2017-09-30 09:00:00,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/1e001b8245ef1de36e24413e4b7f46e7.jpg,,,2017/10/8 上午 12:05:19,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10605191005002,10605020013,10,91,中途動物醫院,狗,F,MEDIUM,其他黑棕,CHILD,T,N,,,OPEN,我在西屯區"福樂動物醫院"等待愛心認養喔!歡迎來跟我互動或是打電話詢問，聯絡電話:04-23207030,,2017-05-25,2999-12-31,2017-10-07 18:45:24,2017-05-19 09:19:28,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/0cf66344b8f14cc86d6263e8b7acd603.png,,,2017/10/8 上午 12:04:35,,,
10401132301002,01113002,23,81,連江縣流浪犬收容中心,狗,M,MEDIUM,黑色,ADULT,F,N,莒光鄉,,OPEN,,,2015-01-13,2999-12-31,2017-10-07 18:44:06,2015-01-13 17:39:01,連江縣流浪犬收容中心,,http://animal-adoption.coa.gov.tw/uploads/animal_album/81/0d296a3625a0592fec8898ac2de17e6c.JPG,,,2017/10/8 上午 12:00:12,馬祖南竿鄉復興村(近機場),0836-25003,
10602030201015,106020301,2,49,臺北市,狗,M,MEDIUM,黃白,ADULT,T,N,,,OPEN,哈囉~我叫威利，我個性溫馴，但對陌生人有戒心，如果比較靠近可能會有攻擊的行為，所以要先多跟我培養感情唷!!,22958,2017-02-03,2999-12-31,2017-10-07 18:43:54,2017-02-03 16:59:53,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/52d5e42b6bcaa9b468d5647e1d4cd75b.jpg,,,2017/10/8 上午 12:03:44,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10603141101007,B18-1060311005,11,69,彰化縣流浪狗中途之家,狗,F,MEDIUM,黑黃,ADULT,F,T,伸港鄉,,OPEN,106年3月11日進入收容所，捕捉或拾獲地點：伸港鄉新港路176號，即日起開放領養,,2017-03-14,2999-12-31,2017-10-07 18:43:43,2017-03-14 13:36:48,彰化縣流浪狗中途之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/69/1489469738_69_a4139fda13f8e97ab98614490add512a.png,,,2017/10/8 上午 12:03:57,彰化縣員林鎮大峰里阿寶坑426號  請於彰化縣芬園鄉大彰路一段875巷進入,04-8590638,
10506130801001,105-0587,8,62,新竹市動物收容所,狗,M,MEDIUM,花,ADULT,F,N,北區,,OPEN,,     ,2016-06-13,2999-12-31,2017-10-07 18:42:29,2016-06-13 12:51:41,新竹市動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/62/fecb457aaabb3e9a3c2166b91476faf4.jpg,,,2017/10/8 上午 12:01:53,新竹市南寮里海濱路250號,03-5368329,
10512281801002,10512281801002,18,77,屏東縣流浪動物收容所,狗,M,MEDIUM,黑白,CHILD,N,N,,,OPEN,個性:親人、好奇心重、聰明,,2016-12-28,2018-06-15,2017-10-07 18:41:07,2016-12-28 08:50:14,屏東縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/77/437a6b0692e07e14881dcc64ccb79f1a.jpg,,,2017/10/8 上午 12:03:29,屏東縣內埔鄉學府路1號(屏東科技大學內),08-7740588#6332；08-7701094,
10505051701007,0504B1-3-1,17,75,高雄市壽山站動物保護教育園區,狗,M,SMALL,黑,CHILD,N,N,燕巢區鳳龍巷 註:明誠櫥窗,,OPEN,,,2016-05-05,2999-12-31,2017-10-07 18:39:51,2016-05-05 13:49:29,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/2cb110b6bfe184aed01b5e688b084b87.jpg,,,2017/10/8 上午 12:01:42,高雄市鼓山區萬壽路350號,07-5519059,
10309111005009,10308280020,10,91,中途動物醫院,狗,M,MEDIUM,其他米黃,CHILD,T,N,,,OPEN,北區中台動物醫院開放認養~Tel:04-22922955~,,2014-09-11,2999-12-31,2017-10-07 18:39:22,2014-09-11 14:32:25,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/3deacd5bd02eed511e646b44475930d1.png,,,2017/10/7 下午 11:59:52,,,
10608241701003,0821A12-3,17,75,高雄市壽山站動物保護教育園區,狗,F,SMALL,黑,CHILD,F,N,大寮區潮龍路,,OPEN,,,2017-08-24,2999-12-31,2017-10-07 18:37:52,2017-08-24 16:29:55,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/c6115865f00f8d94cb23be0728bb9b4a.jpg,,,2017/10/8 上午 12:04:59,高雄市鼓山區萬壽路350號,07-5519059,
10605260201006,106052603,2,49,臺北市,貓,F,MEDIUM,黃,CHILD,F,N,北安路805巷(北安里),,OPEN,哈囉~我的名字叫安亞，請給漂亮的我一個機會好嗎?我在動物之家等你唷~ ,23994,2017-06-02,2999-12-31,2017-10-07 18:37:15,2017-05-26 17:09:17,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1475c0831f7c1b62fe5fe5279273a658.jpg,,,2017/10/8 上午 12:04:38,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10408061002008,10407030015,10,67,南屯園區,狗,M,SMALL,白色,ADULT,T,N,,,OPEN,脖子曾受過傷，雙眼視力較差，較親熟人。,,2015-08-06,2999-12-31,2017-10-07 18:36:56,2015-08-06 14:46:16,臺中市動物之家南屯園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/67/4105e400642f786e2068201ee49bbc5f.png,,,2017/10/8 上午 12:00:36,臺中市南屯區中台路601號,04-23850976,
10306270201149,103061718,2,49,臺北市,貓,M,MINI,虎斑,CHILD,F,N,振興街,,OPEN,鼻氣管炎,,2014-07-10,2999-12-31,2017-10-07 18:32:21,2014-06-27 15:11:17,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/295462cae83bde7d35b18d7b2422feaa.JPG,,,2017/10/7 下午 11:59:41,臺北市內湖區潭美街852號,02-87913254;02-87913255,
10605040601030,20170504022,6,61,,貓,M,SMALL,其他,CHILD,F,N,觀音區,,OPEN,,,2017-05-04,2999-12-31,2017-10-07 18:32:14,2017-05-04 16:42:28,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/59ca7f573f4ed3f44f10a6b5331cc039.jpg,,,2017/10/8 上午 12:04:23,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10608230601003,20170822003,6,61,,貓,M,SMALL,虎斑,CHILD,F,N,龜山區,,OPEN,,,2017-08-23,2999-12-31,2017-10-07 18:31:36,2017-08-23 18:14:36,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/35482f82239e974a67364a605a45c97a.jpg,,,2017/10/8 上午 12:04:59,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10608301701002,0829D5-1,17,75,高雄市壽山站動物保護教育園區,貓,F,SMALL,花,CHILD,F,N,鼓山區內惟路,,OPEN,,,2017-08-30,2999-12-31,2017-10-07 18:28:36,2017-08-30 10:00:21,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/0ce7e8840ef0a16519cbcccde41eba6e.jpg,,,2017/10/8 上午 12:05:03,高雄市鼓山區萬壽路350號,07-5519059,
10304240801004,103-0344,8,62,新竹市動物收容所,狗,F,MEDIUM,棕色,,F,F,香山區,,OPEN,,,2014-04-24,2999-12-31,2017-10-07 18:28:15,2014-04-24 16:12:49,新竹市動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/62/04673b20eac8379f677b808eaef99f33.JPG,,,2017/10/7 下午 11:59:26,新竹市南寮里海濱路250號,03-5368329,
10512300601016,20161230016,6,61,,狗,F,SMALL,白,CHILD,F,N,新屋區,,OPEN,,,2016-12-30,2999-12-31,2017-10-07 18:25:38,2016-12-30 16:53:31,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/9732fccb99477b97686dd9db2c55f9b9.jpg,,,2017/10/8 上午 12:03:31,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10512300601017,20161230017,6,61,,狗,F,SMALL,花色,CHILD,F,N,新屋區,,OPEN,,,2016-12-30,2999-12-31,2017-10-07 18:25:33,2016-12-30 16:53:31,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/5575ca3dd8a8e54f261a140fcc16a0db.jpg,,,2017/10/8 上午 12:03:31,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10603140601006,20170314006,6,61,,狗,F,SMALL,黃,CHILD,F,N,大溪區,,OPEN,,,2017-03-14,2999-12-31,2017-10-07 18:24:21,2017-03-14 16:19:28,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/0011dfa215b04d714ec155f6434b689f.jpg,,,2017/10/8 上午 12:03:57,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10303211005006,10303140003,10,91,中途動物醫院,貓,F,SMALL,虎斑,ADULT,T,N,,,OPEN,北區中台動物醫院開放認養~Tel:04-22922955~,,2014-03-24,2999-12-31,2017-10-07 18:24:05,2014-03-21 16:19:03,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/70c1d05592eae1c704ae5a2a086d3999.png,,,2017/10/7 下午 11:59:23,,,
10603310601003,20170331003,6,61,,狗,F,SMALL,花色,CHILD,F,N,大溪區,,OPEN,,,2017-03-31,2999-12-31,2017-10-07 18:24:03,2017-03-31 16:45:09,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/a0273a4385d375023dc728ac0c2f33d0.jpg,,,2017/10/8 上午 12:04:04,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765,
10608311701003,0831C1-2,17,75,高雄市壽山站動物保護教育園區,貓,M,SMALL,虎斑,CHILD,F,N,新興區復興一路,,OPEN,,,2017-08-31,2999-12-31,2017-10-07 18:23:55,2017-08-31 16:08:31,高雄市壽山動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/75/46ebf24344814281f71f4b5ef440843a.png,,,2017/10/8 上午 12:05:04,高雄市鼓山區萬壽路350號,07-5519059,
